round,year,quarter,forecaster,target,point
2004Q2,2004,2,7,2005Mar,1.5
2004Q2,2004,2,9,2005Mar,1.8
2004Q2,2004,2,10,2005Mar,1.68009252
2004Q2,2004,2,11,2005Mar,1.7
2004Q2,2004,2,14,2005Mar,1.4
2004Q2,2004,2,15,2005Mar,1.7
2004Q2,2004,2,16,2005Mar,1.8
2004Q2,2004,2,17,2005Mar,1.4
2004Q2,2004,2,20,2005Mar,1.9
2004Q2,2004,2,22,2005Mar,1.7
2004Q2,2004,2,23,2005Mar,1.8
2004Q2,2004,2,24,2005Mar,1.5
2004Q2,2004,2,26,2005Mar,1.6
2004Q2,2004,2,28,2005Mar,1.9
2004Q2,2004,2,29,2005Mar,1.5
2004Q2,2004,2,30,2005Mar,
2004Q2,2004,2,31,2005Mar,1.4
2004Q2,2004,2,32,2005Mar,1.8
2004Q2,2004,2,33,2005Mar,1.9
2004Q2,2004,2,35,2005Mar,1.9
2004Q2,2004,2,36,2005Mar,1.9
2004Q2,2004,2,37,2005Mar,1.5
2004Q2,2004,2,38,2005Mar,1.7
2004Q2,2004,2,39,2005Mar,1.8
2004Q2,2004,2,40,2005Mar,1.7
2004Q2,2004,2,41,2005Mar,2.0
2004Q2,2004,2,42,2005Mar,1.7
2004Q2,2004,2,45,2005Mar,
2004Q2,2004,2,47,2005Mar,1.6
2004Q2,2004,2,48,2005Mar,1.7
2004Q2,2004,2,50,2005Mar,1.5
2004Q2,2004,2,52,2005Mar,1.3
2004Q2,2004,2,54,2005Mar,1.9
2004Q2,2004,2,56,2005Mar,1.5
2004Q2,2004,2,57,2005Mar,1.8
2004Q2,2004,2,59,2005Mar,1.4
2004Q2,2004,2,60,2005Mar,1.5
2004Q2,2004,2,61,2005Mar,2.0
2004Q2,2004,2,62,2005Mar,
2004Q2,2004,2,63,2005Mar,1.7
2004Q2,2004,2,67,2005Mar,2.0
2004Q2,2004,2,68,2005Mar,
2004Q2,2004,2,70,2005Mar,1.6
2004Q2,2004,2,71,2005Mar,1.8
2004Q2,2004,2,73,2005Mar,1.7
2004Q2,2004,2,76,2005Mar,1.3
2004Q2,2004,2,80,2005Mar,1.8
2004Q2,2004,2,82,2005Mar,1.3
2004Q2,2004,2,85,2005Mar,1.8
2004Q2,2004,2,88,2005Mar,1.8
2004Q2,2004,2,89,2005Mar,1.6
2004Q2,2004,2,90,2005Mar,1.7
2004Q2,2004,2,91,2005Mar,2.0
2004Q2,2004,2,92,2005Mar,1.9
2004Q2,2004,2,93,2005Mar,1.7
2004Q2,2004,2,94,2005Mar,1.8
2004Q2,2004,2,95,2005Mar,1.7
2004Q2,2004,2,96,2005Mar,2.0
2004Q2,2004,2,97,2005Mar,1.4
2004Q3,2004,3,4,2005Jun,2.1
2004Q3,2004,3,7,2005Jun,1.3
2004Q3,2004,3,9,2005Jun,1.9
2004Q3,2004,3,11,2005Jun,1.4
2004Q3,2004,3,14,2005Jun,1.6
2004Q3,2004,3,15,2005Jun,1.8
2004Q3,2004,3,16,2005Jun,1.6
2004Q3,2004,3,17,2005Jun,2.0
2004Q3,2004,3,19,2005Jun,1.7
2004Q3,2004,3,20,2005Jun,2.0
2004Q3,2004,3,22,2005Jun,1.9
2004Q3,2004,3,23,2005Jun,1.7
2004Q3,2004,3,24,2005Jun,1.8
2004Q3,2004,3,26,2005Jun,1.6
2004Q3,2004,3,28,2005Jun,1.8
2004Q3,2004,3,29,2005Jun,1.3
2004Q3,2004,3,30,2005Jun,
2004Q3,2004,3,31,2005Jun,1.7
2004Q3,2004,3,32,2005Jun,1.9
2004Q3,2004,3,33,2005Jun,2.2
2004Q3,2004,3,35,2005Jun,1.9
2004Q3,2004,3,36,2005Jun,2.0
2004Q3,2004,3,37,2005Jun,1.7
2004Q3,2004,3,38,2005Jun,1.8
2004Q3,2004,3,39,2005Jun,1.9
2004Q3,2004,3,40,2005Jun,
2004Q3,2004,3,41,2005Jun,2.0
2004Q3,2004,3,42,2005Jun,1.9
2004Q3,2004,3,45,2005Jun,
2004Q3,2004,3,47,2005Jun,2.1
2004Q3,2004,3,48,2005Jun,1.7
2004Q3,2004,3,49,2005Jun,1.8
2004Q3,2004,3,52,2005Jun,
2004Q3,2004,3,54,2005Jun,1.9
2004Q3,2004,3,56,2005Jun,1.5
2004Q3,2004,3,57,2005Jun,
2004Q3,2004,3,60,2005Jun,1.7
2004Q3,2004,3,65,2005Jun,1.7
2004Q3,2004,3,66,2005Jun,2.4
2004Q3,2004,3,70,2005Jun,2.0
2004Q3,2004,3,71,2005Jun,1.7
2004Q3,2004,3,72,2005Jun,2.0
2004Q3,2004,3,73,2005Jun,
2004Q3,2004,3,76,2005Jun,1.4
2004Q3,2004,3,80,2005Jun,1.6
2004Q3,2004,3,82,2005Jun,1.6
2004Q3,2004,3,84,2005Jun,1.6
2004Q3,2004,3,85,2005Jun,1.8
2004Q3,2004,3,88,2005Jun,1.5
2004Q3,2004,3,89,2005Jun,1.9
2004Q3,2004,3,90,2005Jun,1.6
2004Q3,2004,3,91,2005Jun,1.8
2004Q3,2004,3,92,2005Jun,1.9
2004Q3,2004,3,93,2005Jun,1.8
2004Q3,2004,3,94,2005Jun,1.7
2004Q3,2004,3,95,2005Jun,1.8
2004Q3,2004,3,96,2005Jun,2.2
2004Q3,2004,3,97,2005Jun,1.4
2004Q3,2004,3,98,2005Jun,1.7
2004Q3,2004,3,99,2005Jun,1.8
2004Q4,2004,4,1,2005Sep,1.8
2004Q4,2004,4,2,2005Sep,1.8
2004Q4,2004,4,4,2005Sep,2.2
2004Q4,2004,4,5,2005Sep,1.8
2004Q4,2004,4,7,2005Sep,1.7
2004Q4,2004,4,9,2005Sep,2.2
2004Q4,2004,4,10,2005Sep,2.03550593
2004Q4,2004,4,14,2005Sep,1.8
2004Q4,2004,4,15,2005Sep,1.8
2004Q4,2004,4,16,2005Sep,1.6
2004Q4,2004,4,17,2005Sep,1.8
2004Q4,2004,4,18,2005Sep,1.5
2004Q4,2004,4,19,2005Sep,1.8
2004Q4,2004,4,20,2005Sep,1.9
2004Q4,2004,4,22,2005Sep,2.1
2004Q4,2004,4,23,2005Sep,2.1
2004Q4,2004,4,24,2005Sep,1.9
2004Q4,2004,4,26,2005Sep,1.8
2004Q4,2004,4,28,2005Sep,1.8
2004Q4,2004,4,29,2005Sep,1.7
2004Q4,2004,4,30,2005Sep,
2004Q4,2004,4,31,2005Sep,1.9
2004Q4,2004,4,32,2005Sep,1.9
2004Q4,2004,4,33,2005Sep,1.9
2004Q4,2004,4,35,2005Sep,1.9
2004Q4,2004,4,37,2005Sep,1.8
2004Q4,2004,4,38,2005Sep,2.0
2004Q4,2004,4,39,2005Sep,2.1
2004Q4,2004,4,40,2005Sep,
2004Q4,2004,4,41,2005Sep,2.3
2004Q4,2004,4,42,2005Sep,1.9
2004Q4,2004,4,45,2005Sep,
2004Q4,2004,4,47,2005Sep,2.3
2004Q4,2004,4,48,2005Sep,
2004Q4,2004,4,50,2005Sep,1.7
2004Q4,2004,4,52,2005Sep,1.6
2004Q4,2004,4,54,2005Sep,1.8
2004Q4,2004,4,56,2005Sep,2.0
2004Q4,2004,4,57,2005Sep,
2004Q4,2004,4,59,2005Sep,1.5
2004Q4,2004,4,60,2005Sep,1.6
2004Q4,2004,4,61,2005Sep,2.0
2004Q4,2004,4,63,2005Sep,1.6
2004Q4,2004,4,67,2005Sep,
2004Q4,2004,4,68,2005Sep,
2004Q4,2004,4,73,2005Sep,
2004Q4,2004,4,76,2005Sep,1.4
2004Q4,2004,4,80,2005Sep,2.2
2004Q4,2004,4,82,2005Sep,1.4
2004Q4,2004,4,84,2005Sep,1.7
2004Q4,2004,4,85,2005Sep,1.9
2004Q4,2004,4,89,2005Sep,2.0
2004Q4,2004,4,90,2005Sep,1.4
2004Q4,2004,4,91,2005Sep,2.2
2004Q4,2004,4,92,2005Sep,1.9
2004Q4,2004,4,93,2005Sep,1.8
2004Q4,2004,4,94,2005Sep,1.7
2004Q4,2004,4,95,2005Sep,1.8
2004Q4,2004,4,96,2005Sep,2.2
2004Q4,2004,4,97,2005Sep,1.7
2004Q4,2004,4,98,2005Sep,1.8
2004Q4,2004,4,99,2005Sep,1.8
2005Q1,2005,1,2,2005Dec,
2005Q1,2005,1,4,2005Dec,2.0
2005Q1,2005,1,5,2005Dec,1.8
2005Q1,2005,1,7,2005Dec,1.4
2005Q1,2005,1,9,2005Dec,2.0
2005Q1,2005,1,10,2005Dec,1.66313249
2005Q1,2005,1,14,2005Dec,1.6
2005Q1,2005,1,15,2005Dec,1.8
2005Q1,2005,1,16,2005Dec,1.8
2005Q1,2005,1,17,2005Dec,1.7
2005Q1,2005,1,19,2005Dec,1.5
2005Q1,2005,1,20,2005Dec,1.8
2005Q1,2005,1,22,2005Dec,1.9
2005Q1,2005,1,23,2005Dec,1.5
2005Q1,2005,1,24,2005Dec,1.6
2005Q1,2005,1,26,2005Dec,1.7
2005Q1,2005,1,28,2005Dec,1.5
2005Q1,2005,1,29,2005Dec,1.8
2005Q1,2005,1,30,2005Dec,1.8
2005Q1,2005,1,31,2005Dec,1.6
2005Q1,2005,1,32,2005Dec,1.7
2005Q1,2005,1,33,2005Dec,1.9
2005Q1,2005,1,35,2005Dec,1.9
2005Q1,2005,1,36,2005Dec,2.2
2005Q1,2005,1,37,2005Dec,2.0
2005Q1,2005,1,38,2005Dec,1.7
2005Q1,2005,1,39,2005Dec,1.6
2005Q1,2005,1,41,2005Dec,1.9
2005Q1,2005,1,42,2005Dec,
2005Q1,2005,1,45,2005Dec,
2005Q1,2005,1,47,2005Dec,1.7
2005Q1,2005,1,48,2005Dec,
2005Q1,2005,1,49,2005Dec,1.5
2005Q1,2005,1,50,2005Dec,1.7
2005Q1,2005,1,52,2005Dec,1.9
2005Q1,2005,1,54,2005Dec,1.7
2005Q1,2005,1,56,2005Dec,1.7
2005Q1,2005,1,57,2005Dec,
2005Q1,2005,1,59,2005Dec,1.7
2005Q1,2005,1,60,2005Dec,1.5
2005Q1,2005,1,61,2005Dec,2.1
2005Q1,2005,1,63,2005Dec,1.5
2005Q1,2005,1,67,2005Dec,
2005Q1,2005,1,68,2005Dec,1.8
2005Q1,2005,1,70,2005Dec,1.7
2005Q1,2005,1,72,2005Dec,1.9
2005Q1,2005,1,73,2005Dec,
2005Q1,2005,1,76,2005Dec,1.0
2005Q1,2005,1,80,2005Dec,1.7656
2005Q1,2005,1,82,2005Dec,1.4
2005Q1,2005,1,84,2005Dec,1.6
2005Q1,2005,1,85,2005Dec,1.5
2005Q1,2005,1,88,2005Dec,1.6
2005Q1,2005,1,89,2005Dec,1.6
2005Q1,2005,1,90,2005Dec,1.5
2005Q1,2005,1,91,2005Dec,1.9
2005Q1,2005,1,92,2005Dec,1.8
2005Q1,2005,1,93,2005Dec,1.9
2005Q1,2005,1,94,2005Dec,1.7
2005Q1,2005,1,95,2005Dec,1.8
2005Q1,2005,1,96,2005Dec,2.1
2005Q1,2005,1,97,2005Dec,1.6
2005Q1,2005,1,98,2005Dec,1.6
2005Q1,2005,1,99,2005Dec,1.8
2005Q2,2005,2,1,2006Mar,1.7
2005Q2,2005,2,2,2006Mar,1.8
2005Q2,2005,2,3,2006Mar,2.0
2005Q2,2005,2,4,2006Mar,2.0
2005Q2,2005,2,5,2006Mar,2.0
2005Q2,2005,2,7,2006Mar,1.4
2005Q2,2005,2,9,2006Mar,1.7
2005Q2,2005,2,11,2006Mar,1.6
2005Q2,2005,2,14,2006Mar,1.8
2005Q2,2005,2,15,2006Mar,1.8
2005Q2,2005,2,16,2006Mar,1.8
2005Q2,2005,2,17,2006Mar,1.7
2005Q2,2005,2,19,2006Mar,1.7
2005Q2,2005,2,20,2006Mar,1.8
2005Q2,2005,2,22,2006Mar,1.7
2005Q2,2005,2,23,2006Mar,1.6
2005Q2,2005,2,24,2006Mar,1.8
2005Q2,2005,2,26,2006Mar,2.1
2005Q2,2005,2,28,2006Mar,1.4
2005Q2,2005,2,30,2006Mar,1.7
2005Q2,2005,2,31,2006Mar,1.8
2005Q2,2005,2,32,2006Mar,1.8
2005Q2,2005,2,33,2006Mar,2.4
2005Q2,2005,2,35,2006Mar,1.9
2005Q2,2005,2,36,2006Mar,1.9
2005Q2,2005,2,37,2006Mar,2.0
2005Q2,2005,2,38,2006Mar,1.8
2005Q2,2005,2,39,2006Mar,2.1
2005Q2,2005,2,40,2006Mar,
2005Q2,2005,2,41,2006Mar,2.0
2005Q2,2005,2,42,2006Mar,1.9
2005Q2,2005,2,45,2006Mar,
2005Q2,2005,2,47,2006Mar,1.9
2005Q2,2005,2,48,2006Mar,1.8
2005Q2,2005,2,50,2006Mar,1.9
2005Q2,2005,2,52,2006Mar,1.9
2005Q2,2005,2,54,2006Mar,1.8
2005Q2,2005,2,56,2006Mar,1.6
2005Q2,2005,2,57,2006Mar,
2005Q2,2005,2,59,2006Mar,1.5
2005Q2,2005,2,60,2006Mar,1.6
2005Q2,2005,2,63,2006Mar,1.6
2005Q2,2005,2,67,2006Mar,
2005Q2,2005,2,68,2006Mar,
2005Q2,2005,2,70,2006Mar,1.6
2005Q2,2005,2,73,2006Mar,
2005Q2,2005,2,76,2006Mar,1.4
2005Q2,2005,2,80,2006Mar,1.9309
2005Q2,2005,2,82,2006Mar,1.5
2005Q2,2005,2,84,2006Mar,1.8
2005Q2,2005,2,85,2006Mar,1.4
2005Q2,2005,2,88,2006Mar,1.5
2005Q2,2005,2,89,2006Mar,1.7
2005Q2,2005,2,90,2006Mar,1.5
2005Q2,2005,2,91,2006Mar,
2005Q2,2005,2,92,2006Mar,1.9
2005Q2,2005,2,93,2006Mar,1.7
2005Q2,2005,2,95,2006Mar,1.8
2005Q2,2005,2,96,2006Mar,2.0
2005Q2,2005,2,97,2006Mar,1.8
2005Q2,2005,2,98,2006Mar,1.7
2005Q2,2005,2,99,2006Mar,1.8
2005Q3,2005,3,1,2006Jun,1.8
2005Q3,2005,3,5,2006Jun,1.7
2005Q3,2005,3,7,2006Jun,
2005Q3,2005,3,9,2006Jun,1.7
2005Q3,2005,3,11,2006Jun,1.7
2005Q3,2005,3,14,2006Jun,1.5
2005Q3,2005,3,16,2006Jun,1.8
2005Q3,2005,3,17,2006Jun,1.9
2005Q3,2005,3,18,2006Jun,2.2
2005Q3,2005,3,19,2006Jun,2.0
2005Q3,2005,3,20,2006Jun,1.7
2005Q3,2005,3,23,2006Jun,1.4
2005Q3,2005,3,24,2006Jun,2.0
2005Q3,2005,3,26,2006Jun,1.8
2005Q3,2005,3,28,2006Jun,1.3
2005Q3,2005,3,30,2006Jun,1.8
2005Q3,2005,3,31,2006Jun,1.2
2005Q3,2005,3,32,2006Jun,1.4
2005Q3,2005,3,33,2006Jun,2.5
2005Q3,2005,3,35,2006Jun,2.2
2005Q3,2005,3,37,2006Jun,2.0
2005Q3,2005,3,38,2006Jun,1.8
2005Q3,2005,3,39,2006Jun,1.7
2005Q3,2005,3,41,2006Jun,2.0
2005Q3,2005,3,42,2006Jun,1.7
2005Q3,2005,3,45,2006Jun,
2005Q3,2005,3,47,2006Jun,1.9
2005Q3,2005,3,48,2006Jun,2.0
2005Q3,2005,3,50,2006Jun,1.6
2005Q3,2005,3,52,2006Jun,1.5
2005Q3,2005,3,54,2006Jun,1.6
2005Q3,2005,3,56,2006Jun,
2005Q3,2005,3,57,2006Jun,
2005Q3,2005,3,59,2006Jun,1.6
2005Q3,2005,3,60,2006Jun,1.4
2005Q3,2005,3,63,2006Jun,1.6
2005Q3,2005,3,70,2006Jun,1.5
2005Q3,2005,3,72,2006Jun,1.8
2005Q3,2005,3,73,2006Jun,
2005Q3,2005,3,76,2006Jun,1.6
2005Q3,2005,3,80,2006Jun,1.61
2005Q3,2005,3,82,2006Jun,1.4
2005Q3,2005,3,84,2006Jun,1.7
2005Q3,2005,3,85,2006Jun,1.6
2005Q3,2005,3,89,2006Jun,1.8
2005Q3,2005,3,90,2006Jun,1.9
2005Q3,2005,3,92,2006Jun,1.97
2005Q3,2005,3,94,2006Jun,1.8
2005Q3,2005,3,95,2006Jun,1.9
2005Q3,2005,3,96,2006Jun,2.0
2005Q3,2005,3,97,2006Jun,1.6
2005Q3,2005,3,98,2006Jun,1.8
2005Q4,2005,4,3,2006Sep,2.0
2005Q4,2005,4,4,2006Sep,1.7
2005Q4,2005,4,5,2006Sep,2.0
2005Q4,2005,4,7,2006Sep,1.6
2005Q4,2005,4,9,2006Sep,1.9
2005Q4,2005,4,11,2006Sep,1.3
2005Q4,2005,4,14,2006Sep,1.6
2005Q4,2005,4,15,2006Sep,1.8
2005Q4,2005,4,16,2006Sep,1.7
2005Q4,2005,4,17,2006Sep,
2005Q4,2005,4,19,2006Sep,1.5
2005Q4,2005,4,20,2006Sep,1.6
2005Q4,2005,4,22,2006Sep,1.8
2005Q4,2005,4,24,2006Sep,1.5
2005Q4,2005,4,26,2006Sep,1.8
2005Q4,2005,4,28,2006Sep,1.2
2005Q4,2005,4,30,2006Sep,1.7
2005Q4,2005,4,31,2006Sep,1.6
2005Q4,2005,4,33,2006Sep,2.5
2005Q4,2005,4,35,2006Sep,2.2
2005Q4,2005,4,36,2006Sep,2.1
2005Q4,2005,4,37,2006Sep,1.7
2005Q4,2005,4,38,2006Sep,2.3
2005Q4,2005,4,39,2006Sep,1.7
2005Q4,2005,4,40,2006Sep,
2005Q4,2005,4,41,2006Sep,1.9
2005Q4,2005,4,42,2006Sep,1.8
2005Q4,2005,4,45,2006Sep,
2005Q4,2005,4,47,2006Sep,2.1
2005Q4,2005,4,48,2006Sep,
2005Q4,2005,4,49,2006Sep,1.3
2005Q4,2005,4,50,2006Sep,2.0
2005Q4,2005,4,52,2006Sep,2.0
2005Q4,2005,4,54,2006Sep,1.7
2005Q4,2005,4,56,2006Sep,2.0
2005Q4,2005,4,57,2006Sep,
2005Q4,2005,4,59,2006Sep,1.5
2005Q4,2005,4,60,2006Sep,1.6
2005Q4,2005,4,61,2006Sep,1.9
2005Q4,2005,4,63,2006Sep,1.4
2005Q4,2005,4,67,2006Sep,
2005Q4,2005,4,68,2006Sep,
2005Q4,2005,4,70,2006Sep,2.0
2005Q4,2005,4,73,2006Sep,
2005Q4,2005,4,80,2006Sep,2.0
2005Q4,2005,4,82,2006Sep,1.3
2005Q4,2005,4,84,2006Sep,2.0
2005Q4,2005,4,85,2006Sep,1.5
2005Q4,2005,4,88,2006Sep,1.6
2005Q4,2005,4,89,2006Sep,1.9
2005Q4,2005,4,90,2006Sep,1.7
2005Q4,2005,4,92,2006Sep,1.8
2005Q4,2005,4,93,2006Sep,2.2
2005Q4,2005,4,94,2006Sep,2.0
2005Q4,2005,4,95,2006Sep,2.2
2005Q4,2005,4,96,2006Sep,2.0
2005Q4,2005,4,97,2006Sep,1.5
2005Q4,2005,4,99,2006Sep,1.8
2006Q1,2006,1,1,2006Dec,2.1
2006Q1,2006,1,2,2006Dec,2.0
2006Q1,2006,1,4,2006Dec,2.1
2006Q1,2006,1,5,2006Dec,2.3
2006Q1,2006,1,7,2006Dec,2.1
2006Q1,2006,1,10,2006Dec,1.73911746
2006Q1,2006,1,11,2006Dec,1.4
2006Q1,2006,1,14,2006Dec,1.9
2006Q1,2006,1,15,2006Dec,1.8
2006Q1,2006,1,16,2006Dec,2.1
2006Q1,2006,1,17,2006Dec,
2006Q1,2006,1,18,2006Dec,1.75
2006Q1,2006,1,19,2006Dec,1.8
2006Q1,2006,1,20,2006Dec,1.9
2006Q1,2006,1,22,2006Dec,1.8
2006Q1,2006,1,23,2006Dec,1.5
2006Q1,2006,1,24,2006Dec,1.7
2006Q1,2006,1,26,2006Dec,2.4
2006Q1,2006,1,29,2006Dec,1.8
2006Q1,2006,1,30,2006Dec,1.6
2006Q1,2006,1,31,2006Dec,2.1
2006Q1,2006,1,32,2006Dec,2.1
2006Q1,2006,1,33,2006Dec,2.1
2006Q1,2006,1,35,2006Dec,2.1
2006Q1,2006,1,36,2006Dec,2.1
2006Q1,2006,1,37,2006Dec,1.9
2006Q1,2006,1,38,2006Dec,2.0
2006Q1,2006,1,39,2006Dec,2.3
2006Q1,2006,1,40,2006Dec,
2006Q1,2006,1,41,2006Dec,2.1
2006Q1,2006,1,42,2006Dec,2.0
2006Q1,2006,1,45,2006Dec,
2006Q1,2006,1,47,2006Dec,1.9
2006Q1,2006,1,48,2006Dec,
2006Q1,2006,1,50,2006Dec,1.9
2006Q1,2006,1,52,2006Dec,1.8
2006Q1,2006,1,54,2006Dec,1.8
2006Q1,2006,1,56,2006Dec,1.8
2006Q1,2006,1,57,2006Dec,
2006Q1,2006,1,59,2006Dec,1.4
2006Q1,2006,1,60,2006Dec,1.6
2006Q1,2006,1,61,2006Dec,1.7
2006Q1,2006,1,63,2006Dec,1.6
2006Q1,2006,1,67,2006Dec,
2006Q1,2006,1,68,2006Dec,
2006Q1,2006,1,70,2006Dec,2.2
2006Q1,2006,1,73,2006Dec,
2006Q1,2006,1,76,2006Dec,1.6
2006Q1,2006,1,80,2006Dec,1.8
2006Q1,2006,1,82,2006Dec,1.5
2006Q1,2006,1,84,2006Dec,1.9
2006Q1,2006,1,85,2006Dec,1.9
2006Q1,2006,1,88,2006Dec,1.7
2006Q1,2006,1,89,2006Dec,2.2
2006Q1,2006,1,90,2006Dec,1.8
2006Q1,2006,1,91,2006Dec,2.1
2006Q1,2006,1,93,2006Dec,2.1
2006Q1,2006,1,94,2006Dec,1.8
2006Q1,2006,1,95,2006Dec,2.0
2006Q1,2006,1,96,2006Dec,1.8
2006Q1,2006,1,97,2006Dec,1.8
2006Q1,2006,1,99,2006Dec,1.8
2006Q1,2006,1,100,2006Dec,1.8
2006Q2,2006,2,1,2007Mar,2.2
2006Q2,2006,2,2,2007Mar,2.0
2006Q2,2006,2,3,2007Mar,2.1
2006Q2,2006,2,4,2007Mar,2.2
2006Q2,2006,2,5,2007Mar,2.0
2006Q2,2006,2,7,2007Mar,2.1
2006Q2,2006,2,9,2007Mar,2.1
2006Q2,2006,2,10,2007Mar,2.1
2006Q2,2006,2,11,2007Mar,1.8
2006Q2,2006,2,14,2007Mar,2.5
2006Q2,2006,2,15,2007Mar,2.0
2006Q2,2006,2,16,2007Mar,1.9
2006Q2,2006,2,17,2007Mar,
2006Q2,2006,2,18,2007Mar,2.0
2006Q2,2006,2,20,2007Mar,2.2
2006Q2,2006,2,22,2007Mar,2.2
2006Q2,2006,2,23,2007Mar,1.7
2006Q2,2006,2,24,2007Mar,2.3
2006Q2,2006,2,26,2007Mar,2.3
2006Q2,2006,2,28,2007Mar,2.1
2006Q2,2006,2,29,2007Mar,2.2
2006Q2,2006,2,31,2007Mar,2.7
2006Q2,2006,2,32,2007Mar,
2006Q2,2006,2,33,2007Mar,2.5
2006Q2,2006,2,35,2007Mar,2.2
2006Q2,2006,2,36,2007Mar,2.1
2006Q2,2006,2,37,2007Mar,2.0
2006Q2,2006,2,38,2007Mar,2.0
2006Q2,2006,2,39,2007Mar,2.5
2006Q2,2006,2,41,2007Mar,2.1
2006Q2,2006,2,42,2007Mar,2.1
2006Q2,2006,2,45,2007Mar,
2006Q2,2006,2,47,2007Mar,2.5
2006Q2,2006,2,50,2007Mar,1.5
2006Q2,2006,2,54,2007Mar,2.0
2006Q2,2006,2,56,2007Mar,2.4
2006Q2,2006,2,57,2007Mar,
2006Q2,2006,2,59,2007Mar,1.7
2006Q2,2006,2,60,2007Mar,2.0
2006Q2,2006,2,61,2007Mar,2.2
2006Q2,2006,2,63,2007Mar,1.8
2006Q2,2006,2,67,2007Mar,
2006Q2,2006,2,68,2007Mar,
2006Q2,2006,2,70,2007Mar,2.2
2006Q2,2006,2,72,2007Mar,2.0
2006Q2,2006,2,73,2007Mar,
2006Q2,2006,2,76,2007Mar,2.0
2006Q2,2006,2,80,2007Mar,2.4993
2006Q2,2006,2,82,2007Mar,1.9
2006Q2,2006,2,85,2007Mar,2.0
2006Q2,2006,2,88,2007Mar,2.2
2006Q2,2006,2,89,2007Mar,2.4
2006Q2,2006,2,90,2007Mar,2.2
2006Q2,2006,2,91,2007Mar,1.9
2006Q2,2006,2,92,2007Mar,2.2
2006Q2,2006,2,93,2007Mar,2.3
2006Q2,2006,2,94,2007Mar,2.2
2006Q2,2006,2,95,2007Mar,2.2
2006Q2,2006,2,96,2007Mar,2.2
2006Q2,2006,2,97,2007Mar,2.2
2006Q2,2006,2,100,2007Mar,2.2
2006Q3,2006,3,4,2007Jun,2.0
2006Q3,2006,3,5,2007Jun,2.1
2006Q3,2006,3,7,2007Jun,
2006Q3,2006,3,9,2007Jun,2.3
2006Q3,2006,3,10,2007Jun,2.02
2006Q3,2006,3,11,2007Jun,1.9
2006Q3,2006,3,15,2007Jun,1.8
2006Q3,2006,3,16,2007Jun,1.9
2006Q3,2006,3,20,2007Jun,2.0
2006Q3,2006,3,22,2007Jun,2.1
2006Q3,2006,3,23,2007Jun,1.8
2006Q3,2006,3,24,2007Jun,2.2
2006Q3,2006,3,26,2007Jun,2.3
2006Q3,2006,3,28,2007Jun,1.9
2006Q3,2006,3,29,2007Jun,
2006Q3,2006,3,30,2007Jun,2.1
2006Q3,2006,3,31,2007Jun,1.9
2006Q3,2006,3,33,2007Jun,2.5
2006Q3,2006,3,35,2007Jun,2.3
2006Q3,2006,3,37,2007Jun,2.0
2006Q3,2006,3,38,2007Jun,2.2
2006Q3,2006,3,39,2007Jun,2.3
2006Q3,2006,3,40,2007Jun,
2006Q3,2006,3,41,2007Jun,2.2
2006Q3,2006,3,42,2007Jun,2.2
2006Q3,2006,3,45,2007Jun,
2006Q3,2006,3,47,2007Jun,2.4
2006Q3,2006,3,48,2007Jun,
2006Q3,2006,3,54,2007Jun,2.1
2006Q3,2006,3,56,2007Jun,2.1
2006Q3,2006,3,57,2007Jun,
2006Q3,2006,3,59,2007Jun,1.6
2006Q3,2006,3,60,2007Jun,2.1
2006Q3,2006,3,61,2007Jun,1.7
2006Q3,2006,3,63,2007Jun,1.9
2006Q3,2006,3,65,2007Jun,2.2
2006Q3,2006,3,70,2007Jun,2.4
2006Q3,2006,3,73,2007Jun,
2006Q3,2006,3,76,2007Jun,1.7
2006Q3,2006,3,80,2007Jun,2.3
2006Q3,2006,3,82,2007Jun,1.9
2006Q3,2006,3,84,2007Jun,2.2
2006Q3,2006,3,85,2007Jun,2.0
2006Q3,2006,3,89,2007Jun,2.0
2006Q3,2006,3,90,2007Jun,
2006Q3,2006,3,91,2007Jun,2.1
2006Q3,2006,3,92,2007Jun,1.9
2006Q3,2006,3,93,2007Jun,2.2
2006Q3,2006,3,94,2007Jun,2.2
2006Q3,2006,3,95,2007Jun,2.1
2006Q3,2006,3,96,2007Jun,1.8
2006Q3,2006,3,97,2007Jun,2.1
2006Q3,2006,3,99,2007Jun,2.0
2006Q3,2006,3,100,2007Jun,2.2
2006Q4,2006,4,1,2007Sep,2.3
2006Q4,2006,4,2,2007Sep,1.8
2006Q4,2006,4,3,2007Sep,
2006Q4,2006,4,4,2007Sep,2.0
2006Q4,2006,4,5,2007Sep,1.8
2006Q4,2006,4,7,2007Sep,1.6
2006Q4,2006,4,9,2007Sep,2.3
2006Q4,2006,4,10,2007Sep,2.2
2006Q4,2006,4,11,2007Sep,1.9
2006Q4,2006,4,14,2007Sep,
2006Q4,2006,4,15,2007Sep,1.8
2006Q4,2006,4,16,2007Sep,1.8
2006Q4,2006,4,18,2007Sep,2.0
2006Q4,2006,4,19,2007Sep,2.1
2006Q4,2006,4,20,2007Sep,1.7
2006Q4,2006,4,22,2007Sep,2.0
2006Q4,2006,4,23,2007Sep,1.8
2006Q4,2006,4,24,2007Sep,2.1
2006Q4,2006,4,26,2007Sep,1.9
2006Q4,2006,4,30,2007Sep,2.1
2006Q4,2006,4,32,2007Sep,2.0
